,value6,value3,value17,value7,value14,timestamp,value15,value19,value10,value5,value13,value20,value22,value24,value11,value2,value12,value1,value16,value8,value18,value21,value25,value4,value23,value9
0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
1,2.438757739544561e-19,5.082940306692664e-22,0.0,6.252690087258383e-11,9.999999975651587,1.74197562085628e-06,0.0,0.0,2.4140389100820404e-19,6.252690087258383e-11,0.0011353297030934416,1.0,0.0,0.0,1.2521527730115438e-11,9.888606564891792e-09,0.0016457989134330284,100000.0,0.0,7.178832259029716e-06,0.0,999.9999996213096,0.0,1.4334741613024797e-08,0.0,7.178832259029716e-06
2,2.6826335084195942e-18,6.765065910040671e-19,0.0,7.565266286298957e-09,9.999997054033912,1.916173182941908e-05,0.0,0.0,1.5521887413852523e-16,7.565266286298957e-09,0.012487528180633728,1.0,0.0,0.0,1.3773680503126982e-10,1.1964441035735382e-06,0.01810219557078133,100000.0,0.0,7.896020855518071e-05,0.0,999.999995834406,0.0,1.73439169328027e-06,0.0,7.896020855518071e-05
3,6.973618036918977e-16,6.947829192037382e-16,0.0,7.698365038338229e-07,9.99970022041099,0.00019335929391504708,0.0,0.0,1.5928410509385346e-13,7.698365038338229e-07,0.1258997379160577,1.0,0.0,0.0,1.3898895780428136e-09,0.0001217493621123673,0.1825070308413907,100000.0,0.0,0.0007960798533448857,0.0,999.9999579652897,0.0,0.00017649055421854498,0.0,0.0007960798533448857
4,2.1087243049024824e-13,2.108698516057601e-13,0.0,3.468288970460018e-05,9.986494246110228,0.0013009338414549303,0.0,0.0,4.8343429937620604e-11,3.468288970460018e-05,0.8423488845356104,1.0,0.0,0.0,9.351267018775037e-09,0.005485086247729553,1.2210875246424089,100000.0,0.0,0.005326277967844971,0.0,999.9997171636608,0.0,0.00795130186428033,0.0,0.005326277967844971
5,5.2916155783768775e-12,5.29161299949239e-12,0.0,0.0002950081471871542,9.885121816677596,0.0038214524148854874,0.0,0.0,1.2131403315007106e-09,0.0002950081471871542,2.4435215482395116,1.0,0.0,0.0,2.7469053992146393e-08,0.04665542795615882,3.542183028403184,100000.0,0.0,0.015450695417886458,0.0,999.9991686312917,0.0,0.06763273910538904,0.0,0.015450695417886458
6,4.696634939521294e-11,4.696634681632845e-11,0.0,0.001241209081227725,9.516664737537637,0.007972027157248261,0.0,0.0,1.0767372736333613e-08,0.001241209081227725,4.997485555120446,1.0,0.0,0.0,5.7303878377816494e-08,0.19629673735734848,7.244466886894717,100000.0,0.0,0.03159973678270152,0.0,999.9982614638584,0.0,0.28455610723751357,0.0,0.03159973678270152
7,2.1794322208448247e-10,2.17943219505598e-10,0.0,0.0033327513106227794,8.702204009953935,0.013479518531324902,0.0,0.0,4.996505027195402e-08,0.0033327513106227794,8.252581506701627,1.0,0.0,0.0,9.68923807297632e-08,0.5270732854662518,11.96312904702216,100000.0,0.0,0.05218213222375124,0.0,999.9970442090582,0.0,0.7640572033261017,0.0,0.05218213222375124
8,7.20475239559115e-10,7.204752369802305e-10,0.0,0.006957100949547081,7.290857776655956,0.02054380281122356,0.0,0.0,1.6517412891823147e-07,0.006957100949547081,12.276304636339782,1.0,0.0,0.0,1.476712954522181e-07,1.1002626057018525,17.79601361490863,100000.0,0.0,0.07762466925314525,0.0,999.9954497876848,0.0,1.594965420263134,0.0,0.07762466925314525
9,1.862663722193684e-09,1.8626637196147997e-09,0.0,0.011918989737600126,5.35866491696804,0.02919366529057938,0.0,0.0,4.2702905188652097e-07,0.011918989737600126,17.116444606231326,1.0,0.0,0.0,2.0984753464858932e-07,1.8849830100379674,24.812399626508366,100000.0,0.0,0.10822953702225797,0.0,999.9934359486882,0.0,2.7325141052040505,0.0,0.10822953702225797
10,4.0116190491378445e-09,4.01161904655896e-09,0.0,0.017336070324488702,3.249217483036625,0.03961707184399031,0.0,0.0,9.196925134386725e-07,0.017336070324488702,23.032309111154728,1.0,0.0,0.0,2.8477221933468276e-07,2.7416916182284905,33.38818857258755,100000.0,0.0,0.145636385259611,0.0,999.990918942923,0.0,3.9744187832520748,0.0,0.145636385259611
11,7.655944353711656e-09,7.655944351132771e-09,0.0,0.0219974730400566,1.4340361515220612,0.05270696937309663,0.0,0.0,1.7551802953682536e-06,0.0219974730400566,30.791294349370336,1.0,0.0,0.0,3.7886395786048484e-07,3.478890075104266,44.63582222764534,100000.0,0.0,0.19469758858557298,0.0,999.9876475713306,0.0,5.043078875321448,0.0,0.19469758858557298
12,1.173774872519012e-08,1.1737748722611235e-08,0.0,0.024237396794685142,0.5617947696963954,0.06523638280392961,0.0,0.0,2.690963299239444e-06,0.024237396794685142,38.55969636542817,1.0,0.0,0.0,4.726392317012037e-07,3.833133007284981,55.89711694901802,100000.0,0.0,0.24381838029898664,0.0,999.9844469364145,0.0,5.55659750306327,0.0,0.24381838029898664
13,1.566174898918365e-08,1.5661748986604767e-08,0.0,0.025071932352747718,0.23682078087177771,0.07657461638593388,0.0,0.0,3.590568576721561e-06,0.025071932352747718,45.76962073645017,1.0,0.0,0.0,5.84203053361141e-07,3.965114671889746,66.34883572216546,100000.0,0.0,0.2894078718810328,0.0,999.9815236888105,0.0,5.7479207807831845,0.0,0.2894078718810328
14,1.9469579742678948e-08,1.9469579740100063e-08,0.0,0.025365009179015914,0.12269435487327084,0.08734923645970286,0.0,0.0,4.463541158562571e-06,0.025365009179015914,52.69259011945425,1.0,0.0,0.0,7.2021920814184e-07,4.011464998224666,76.38458431632148,100000.0,0.0,0.3331829375887213,0.0,999.9787365371604,0.0,5.815110750681665,0.0,0.3331829375887213
15,2.3101432615938048e-08,2.3101432613359164e-08,0.0,0.0254651733642425,0.0836893846596473,0.09755339235159231,0.0,0.0,5.296169545926028e-06,0.0254651733642425,59.270180451487164,1.0,0.0,0.0,8.763368019348396e-07,4.027306303120722,85.91966841066163,100000.0,0.0,0.37477414813390525,0.0,999.9760939577443,0.0,5.83807411041226,0.0,0.37477414813390525
16,2.6733597735291077e-08,2.6733597732712193e-08,0.0,0.02550584701521548,0.06785042521237737,0.10773248662740724,0.0,0.0,6.128869517951856e-06,0.02550584701521548,65.83429091327103,1.0,0.0,0.0,1.0586510462514788e-06,4.033739211087035,95.43521906090169,100000.0,0.0,0.4162801554886191,0.0,999.9734567900115,0.0,5.847398837376713,0.0,0.4162801554886191
17,3.048478231463049e-08,3.0484782312051604e-08,0.0,0.025527885989696155,0.05926793447845355,0.11823297784042736,0.0,0.0,6.988855557032613e-06,0.025527885989696155,72.6018029572922,1.0,0.0,0.0,1.2745876496011897e-06,4.037225054024959,105.24563512487062,100000.0,0.0,0.45907234022609655,0.0,999.9707358491281,0.0,5.852451430755833,0.0,0.45907234022609655
18,3.448777195171969e-08,3.4487771949140804e-08,0.0,0.02554377692346483,0.053079527561548524,0.12943027428038745,0.0,0.0,7.906569716299058e-06,0.02554377692346483,79.81177414930372,1.0,0.0,0.0,1.5360598647480248e-06,4.039738593349885,115.6974637685432,100000.0,0.0,0.504662311053853,0.0,999.9678340121555,0.0,5.856094541591992,0.0,0.504662311053853
19,3.876351635736827e-08,3.8763516354789385e-08,0.0,0.02555684558716514,0.04799013098425067,0.14138385797567612,0.0,0.0,8.886814867600867e-06,0.02555684558716514,87.50042524621098,1.0,0.0,0.0,1.8507596442390995e-06,4.041805794294132,126.8432136325355,100000.0,0.0,0.5532791061120553,0.0,999.964735900803,0.0,5.859090626720419,0.0,0.5532791061120553
20,4.3206376194904045e-08,4.320637619232516e-08,0.0,0.025567814985866407,0.04371821509728031,0.15379886445644078,0.0,0.0,9.905372433367582e-06,0.025567814985866407,95.47654773739193,1.0,0.0,0.0,2.216510062356139e-06,4.043540985722969,138.40570341415332,100000.0,0.0,0.6037136845778349,0.0,999.9615179571673,0.0,5.861605440252284,0.0,0.6037136845778349
21,4.767211197555155e-08,4.767211197297267e-08,0.0,0.02557693863160147,0.04016507390989437,0.16627294208315652,0.0,0.0,1.0929174473590535e-05,0.02557693863160147,103.48094618519484,1.0,0.0,0.0,2.6239404872939505e-06,4.04498424624173,150.0091942517132,100000.0,0.0,0.6543271060966374,0.0,999.9582844995175,0.0,5.8636971016440835,0.0,0.6543271060966374
22,5.206980634178275e-08,5.2069806339203866e-08,0.0,0.025584516117065272,0.03721405014921741,0.178552990392406,0.0,0.0,1.1937377530281845e-05,0.025584516117065272,111.35130671534979,1.0,0.0,0.0,3.0641526394831417e-06,4.046182949587906,161.4183893766241,100000.0,0.0,0.7040930265537967,0.0,999.955101170954,0.0,5.865434294675462,0.0,0.7040930265537967
23,5.63228480964245e-08,5.632284809384562e-08,0.0,0.025590809404458834,0.03476313703481076,0.19042592610361617,0.0,0.0,1.2912417935588685e-05,0.025590809404458834,118.95171824508243,1.0,0.0,0.0,3.5266853396748272e-06,4.047178521418618,172.43626574540937,100000.0,0.0,0.7521520485069394,0.0,999.9520232438988,0.0,5.866877076064736,0.0,0.7521520485069394
24,6.037871253029951e-08,6.037871252772063e-08,0.0,0.02559605752489074,0.03271925431114854,0.20174588978977642,0.0,0.0,1.3842254022233985e-05,0.02559605752489074,126.18986079253189,1.0,0.0,0.0,4.00148057236874e-06,4.04800876399719,182.9289911921123,100000.0,0.0,0.7979204076455518,0.0,999.9490885630322,0.0,5.86808024541239,0.0,0.7979204076455518
25,6.421659512733068e-08,6.421659512475179e-08,0.0,0.025600478199405526,0.030997617487706974,0.21245546929580386,0.0,0.0,1.4722116205304577e-05,0.025600478199405526,133.03025666873052,1.0,0.0,0.0,4.481058173065648e-06,4.048708112126484,192.84513429154578,100000.0,0.0,0.8411737645498206,0.0,999.9463120397113,0.0,5.869093716833484,0.0,0.8411737645498206
26,6.784633719494539e-08,6.78463371923665e-08,0.0,0.025604256776539706,0.02952604660568833,0.22258264411684262,0.0,0.0,1.5554260675295708e-05,0.025604256776539706,139.491983109334,1.0,0.0,0.0,4.961736040271891e-06,4.049305882645147,202.21234886780707,100000.0,0.0,0.8820327428040822,0.0,999.9436864417462,0.0,5.869959982812831,0.0,0.8820327428040822
27,7.129661315867559e-08,7.12966131560967e-08,0.0,0.02560753676775179,0.028248653021311056,0.23220780546012906,0.0,0.0,1.634526125045454e-05,0.02560753676775179,145.62737777906372,1.0,0.0,0.0,5.443078508133768e-06,4.049824776320089,211.10650480113355,100000.0,0.0,0.9208282802513351,0.0,999.9411909429504,0.0,5.870711944384268,0.0,0.9208282802513351
28,7.46006231965109e-08,7.460062319393202e-08,0.0,0.025610423460639027,0.027124433269427074,0.24142385453144996,0.0,0.0,1.7102729310323247e-05,0.025610423460639027,151.49649492256847,1.0,0.0,0.0,5.9263340585676866e-06,4.050281448310758,219.61465858609535,100000.0,0.0,0.9579401097769077,0.0,999.9388014688586,0.0,5.8713737394865735,0.0,0.9579401097769077
29,7.778634404201463e-08,7.778634403943575e-08,0.0,0.025612993555392424,0.026123516886876374,0.2503090362787513,0.0,0.0,1.783307872224816e-05,0.025612993555392424,157.14981435762925,1.0,0.0,0.0,6.412964403747963e-06,4.050688031785106,227.80998744477384,100000.0,0.0,0.9936874240822575,0.0,999.9364977413683,0.0,5.871962952190078,0.0,0.9936874240822575
30,8.087303767791238e-08,8.08730376753335e-08,0.0,0.02561530331330495,0.025223993248545715,0.2589172309132793,0.0,0.0,1.854072543427947e-05,0.02561530331330495,162.62213306558604,1.0,0.0,0.0,6.903830356006625e-06,4.0510534266605145,235.74293419734445,100000.0,0.0,1.028290250377806,0.0,999.9342657971436,0.0,5.872492480800762,0.0,1.028290250377806
31,8.387219889441483e-08,8.387219889183595e-08,0.0,0.025617394509833108,0.02440959316428205,0.26728061928409264,0.0,0.0,1.9228304709730476e-05,0.025617394509833108,167.93433674968847,1.0,0.0,0.0,7.399029888726786e-06,4.051384241324528,243.44377531343582,100000.0,0.0,1.0618806520004285,0.0,999.9320972974899,0.0,5.872971902642432,0.0,1.0618806520004285
