"","AminoAcid","ATP","k_cat_AA","k_a_NH4","k_NH4","k_a_AA","k_NH4_AA","k_ribo_a"
"34",888853.688487457,1470.36600021235,"0.1","0.1","10.0","0.1","1000.0","0.1"
"35",888853.690685698,1470.36653970303,"0.1","0.1","10.0","0.1","1000.0","10.0"
"36",888853.910500062,1470.42048838579,"0.1","0.1","10.0","0.1","1000.0","1000.0"
"37",13628.2637310161,1518.7048597112,"0.1","0.1","10.0","10.0","0.1","0.1"
"38",13628.5856171381,1518.7407369113,"0.1","0.1","10.0","10.0","0.1","10.0"
"39",13660.6840063578,1522.31840236735,"0.1","0.1","10.0","10.0","0.1","1000.0"
"40",4450326.71913214,5197.22147381749,"0.1","0.1","10.0","10.0","10.0","0.1"
"41",4399337.19904061,5132.15416914204,"0.1","0.1","10.0","10.0","10.0","10.0"
"42",193347.577624694,216.489810283418,"0.1","0.1","10.0","10.0","10.0","1000.0"
"43",33897726.2733316,702.215040929183,"0.1","0.1","10.0","10.0","1000.0","0.1"
"44",33897726.4523146,702.215047675569,"0.1","0.1","10.0","10.0","1000.0","10.0"
"45",33897744.3505554,702.215722311465,"0.1","0.1","10.0","10.0","1000.0","1000.0"
"46",13630.3043135107,1518.70392875608,"0.1","0.1","10.0","1000.0","0.1","0.1"
"47",13630.6262480532,1518.73980056589,"0.1","0.1","10.0","1000.0","0.1","10.0"
"48",13662.7294791842,1522.31692872283,"0.1","0.1","10.0","1000.0","0.1","1000.0"
"49",2963733.99946818,3414.71269214655,"0.1","0.1","10.0","1000.0","10.0","0.1"
"50",3016878.81996858,3476.32959588003,"0.1","0.1","10.0","1000.0","10.0","10.0"
"51",5045644.63048981,5652.12816633048,"0.1","0.1","10.0","1000.0","10.0","1000.0"
"52",46501247.5176041,582.863512225794,"0.1","0.1","10.0","1000.0","1000.0","0.1"
"53",46501247.7865744,582.863515891064,"0.1","0.1","10.0","1000.0","1000.0","10.0"
"54",46501274.6835917,582.86388241746,"0.1","0.1","10.0","1000.0","1000.0","1000.0"
"55",461551.924890208,1007.8320885361,"0.1","0.1","1000.0","0.1","0.1","0.1"
"56",245682.189476492,367.937547665056,"0.1","0.1","1000.0","0.1","0.1","10.0"
"57",890199.966547497,3529983.04571801,"0.1","0.1","1000.0","0.1","0.1","1000.0"
"58",888853.68848746,1470.36600021233,"0.1","0.1","1000.0","0.1","10.0","0.1"
"59",888853.690685693,1470.3665397031,"0.1","0.1","1000.0","0.1","10.0","10.0"
"60",888853.910500062,1470.4204883858,"0.1","0.1","1000.0","0.1","10.0","1000.0"
"61",894820.379160872,1470.08108490592,"0.1","0.1","1000.0","0.1","1000.0","0.1"
"62",894820.379184632,1470.08162082656,"0.1","0.1","1000.0","0.1","1000.0","10.0"
"63",894820.381560405,1470.1352125285,"0.1","0.1","1000.0","0.1","1000.0","1000.0"
"64",4448591.68151922,5195.64558615793,"0.1","0.1","1000.0","10.0","0.1","0.1"
"65",4398814.58935289,5130.45438740388,"0.1","0.1","1000.0","10.0","0.1","10.0"
"66",194178.662247852,217.428617633535,"0.1","0.1","1000.0","10.0","0.1","1000.0"
"67",33897726.2733319,702.215040929205,"0.1","0.1","1000.0","10.0","10.0","0.1"
"68",33897726.4523141,702.215047675553,"0.1","0.1","1000.0","10.0","10.0","10.0"
"69",33897744.3505553,702.215722311464,"0.1","0.1","1000.0","10.0","10.0","1000.0"
"70",21049.7593603518,3.02552281136463e-06,"0.1","0.1","1000.0","10.0","1000.0","0.1"
"71",21049.8560229384,3.02550545500832e-06,"0.1","0.1","1000.0","10.0","1000.0","10.0"
"72",21063.4574515733,3.02712410957297e-06,"0.1","0.1","1000.0","10.0","1000.0","1000.0"
"73",2976152.4078399,3429.13973496014,"0.1","0.1","1000.0","1000.0","0.1","0.1"
"74",3109462.06288788,3583.53519495917,"0.1","0.1","1000.0","1000.0","0.1","10.0"
"75",5028456.64895946,5631.10787662644,"0.1","0.1","1000.0","1000.0","0.1","1000.0"
"76",46501247.5176028,582.86351222577,"0.1","0.1","1000.0","1000.0","10.0","0.1"
"77",46501247.7865745,582.863515891056,"0.1","0.1","1000.0","1000.0","10.0","10.0"
"78",46501274.6835931,582.863882417479,"0.1","0.1","1000.0","1000.0","10.0","1000.0"
"79",21579.6169200772,-291.795483365677,"0.1","0.1","1000.0","1000.0","1000.0","0.1"
"80",21579.6169147393,-292.259775033088,"0.1","0.1","1000.0","1000.0","1000.0","10.0"
"81",21579.6163824469,-336.726884722648,"0.1","0.1","1000.0","1000.0","1000.0","1000.0"
"82",42.0592214112662,47074.6377797067,"0.1","10.0","0.1","0.1","0.1","0.1"
"83",42.0677138248571,47084.1861279654,"0.1","10.0","0.1","0.1","0.1","10.0"
"84",42.9002179632506,48020.2877862828,"0.1","10.0","0.1","0.1","0.1","1000.0"
"85",180.282241097177,2049.8467584424,"0.1","10.0","0.1","0.1","10.0","0.1"
"86",180.498166142615,2052.35221510302,"0.1","10.0","0.1","0.1","10.0","10.0"
"87",199.740334606444,2276.1209839779,"0.1","10.0","0.1","0.1","10.0","1000.0"
"88",5424.08564619678,1527.52263150299,"0.1","10.0","0.1","0.1","1000.0","0.1"
"89",5424.21280782641,1527.61314514877,"0.1","10.0","0.1","0.1","1000.0","10.0"
"90",5436.84008139578,1536.63363749052,"0.1","10.0","0.1","0.1","1000.0","1000.0"
"91",42.0669653174012,46864.9297615744,"0.1","10.0","0.1","10.0","0.1","0.1"
"92",42.0754973790614,46874.4339068423,"0.1","10.0","0.1","10.0","0.1","10.0"
"93",42.9118926099704,47806.1201319003,"0.1","10.0","0.1","10.0","0.1","1000.0"
"94",183.017372798735,2039.56249816441,"0.1","10.0","0.1","10.0","10.0","0.1"
"95",183.237919419168,2042.02074983465,"0.1","10.0","0.1","10.0","10.0","10.0"
"96",202.922298694927,2261.43104459757,"0.1","10.0","0.1","10.0","10.0","1000.0"
"97",13426.902506898,1518.79798171544,"0.1","10.0","0.1","10.0","1000.0","0.1"
"98",13427.2196276396,1518.83439888606,"0.1","10.0","0.1","10.0","1000.0","10.0"
"99",13458.8414876529,1522.46588757781,"0.1","10.0","0.1","10.0","1000.0","1000.0"
"100",42.0670427624776,46862.8421055867,"0.1","10.0","0.1","1000.0","0.1","0.1"
"101",42.0755752206933,46872.345810809,"0.1","10.0","0.1","1000.0","0.1","10.0"
"102",42.9120093699609,47803.9880798842,"0.1","10.0","0.1","1000.0","0.1","1000.0"
"103",183.045138309433,2039.460121183,"0.1","10.0","0.1","1000.0","10.0","0.1"
"104",183.265731867388,2041.91790280694,"0.1","10.0","0.1","1000.0","10.0","10.0"
"105",202.954604795087,2261.28481749159,"0.1","10.0","0.1","1000.0","10.0","1000.0"
"106",13627.9170044591,1518.70503319844,"0.1","10.0","0.1","1000.0","1000.0","0.1"
"107",13628.2388952006,1518.74091130907,"0.1","10.0","0.1","1000.0","1000.0","10.0"
"108",13660.3377416604,1522.3186671818,"0.1","10.0","0.1","1000.0","1000.0","1000.0"
"109",180.282241097181,2049.84675844245,"0.1","10.0","10.0","0.1","0.1","0.1"
"110",180.498166142626,2052.35221510316,"0.1","10.0","10.0","0.1","0.1","10.0"
"111",199.740334606453,2276.12098397804,"0.1","10.0","10.0","0.1","0.1","1000.0"
"112",5424.08564619674,1527.52263150297,"0.1","10.0","10.0","0.1","10.0","0.1"
"113",5424.21280782641,1527.61314514879,"0.1","10.0","10.0","0.1","10.0","10.0"
"114",5436.84008139564,1536.63363749045,"0.1","10.0","10.0","0.1","10.0","1000.0"
"115",8916.29626105441,1521.8701360076,"0.1","10.0","10.0","0.1","1000.0","0.1"
"116",8916.29837595844,1521.92527061284,"0.1","10.0","10.0","0.1","1000.0","10.0"
"117",8916.50895732644,1527.43495965764,"0.1","10.0","10.0","0.1","1000.0","1000.0"
"118",183.017372798736,2039.56249816444,"0.1","10.0","10.0","10.0","0.1","0.1"
"119",183.237919419167,2042.02074983464,"0.1","10.0","10.0","10.0","0.1","10.0"
"120",202.922298694923,2261.43104459752,"0.1","10.0","10.0","10.0","0.1","1000.0"
"121",13426.9025068971,1518.79798171534,"0.1","10.0","10.0","10.0","10.0","0.1"
"122",13427.2196276399,1518.8343988861,"0.1","10.0","10.0","10.0","10.0","10.0"
"123",13458.8414876529,1522.46588757781,"0.1","10.0","10.0","10.0","10.0","1000.0"
"124",905629.016615491,3900697.56455679,"0.1","10.0","10.0","10.0","1000.0","0.1"
"125",904559.844445973,3895515.59072142,"0.1","10.0","10.0","10.0","1000.0","10.0"
"126",915460.189317488,221066.874838002,"0.1","10.0","10.0","10.0","1000.0","1000.0"
"127",183.045138309424,2039.46012118291,"0.1","10.0","10.0","1000.0","0.1","0.1"
"128",183.265731867385,2041.9179028069,"0.1","10.0","10.0","1000.0","0.1","10.0"
"129",202.954604795075,2261.28481749144,"0.1","10.0","10.0","1000.0","0.1","1000.0"
"130",13627.9170044598,1518.70503319853,"0.1","10.0","10.0","1000.0","10.0","0.1"
"131",13628.2388952008,1518.7409113091,"0.1","10.0","10.0","1000.0","10.0","10.0"
"132",13660.3377416604,1522.31866718181,"0.1","10.0","10.0","1000.0","10.0","1000.0"
"133",156409.069220967,174.270192980317,"0.1","10.0","10.0","1000.0","1000.0","0.1"
"134",154806.117112679,172.531212993591,"0.1","10.0","10.0","1000.0","1000.0","10.0"
"135",352691.571265979,397.523720874533,"0.1","10.0","10.0","1000.0","1000.0","1000.0"
"136",5424.08564619675,1527.52263150294,"0.1","10.0","1000.0","0.1","0.1","0.1"
"137",5424.21280782639,1527.61314514876,"0.1","10.0","1000.0","0.1","0.1","10.0"
"138",5436.84008139568,1536.63363749047,"0.1","10.0","1000.0","0.1","0.1","1000.0"
"139",8916.2962610544,1521.87013600755,"0.1","10.0","1000.0","0.1","10.0","0.1"
"140",8916.29837595851,1521.92527061274,"0.1","10.0","1000.0","0.1","10.0","10.0"
"141",8916.50895732645,1527.43495965766,"0.1","10.0","1000.0","0.1","10.0","1000.0"
"142",8974.29256679147,1521.81240499918,"0.1","10.0","1000.0","0.1","1000.0","0.1"
"143",8974.29259438628,1521.86718405453,"0.1","10.0","1000.0","0.1","1000.0","10.0"
"144",8974.29534266132,1527.34149408306,"0.1","10.0","1000.0","0.1","1000.0","1000.0"
"145",13426.9025068973,1518.79798171536,"0.1","10.0","1000.0","10.0","0.1","0.1"
"146",13427.2196276398,1518.83439888611,"0.1","10.0","1000.0","10.0","0.1","10.0"
"147",13458.8414876529,1522.46588757781,"0.1","10.0","1000.0","10.0","0.1","1000.0"
"148",905767.974100223,3900574.85429875,"0.1","10.0","1000.0","10.0","10.0","0.1"
"149",904297.253358879,3894154.55907849,"0.1","10.0","1000.0","10.0","10.0","10.0"
"150",915074.477981636,215183.495942332,"0.1","10.0","1000.0","10.0","10.0","1000.0"
"151",888830.552504036,1470.36711976062,"0.1","10.0","1000.0","10.0","1000.0","0.1"
"152",888830.554707177,1470.36765926539,"0.1","10.0","1000.0","10.0","1000.0","10.0"
"153",888830.77501054,1470.42160935934,"0.1","10.0","1000.0","10.0","1000.0","1000.0"
"154",13627.9170044592,1518.70503319846,"0.1","10.0","1000.0","1000.0","0.1","0.1"
"155",13628.2388951999,1518.740911309,"0.1","10.0","1000.0","1000.0","0.1","10.0"
"156",13660.3377416604,1522.3186671818,"0.1","10.0","1000.0","1000.0","0.1","1000.0"
"157",157519.739555481,175.467533028056,"0.1","10.0","1000.0","1000.0","10.0","0.1"
"158",154604.470486868,172.313971764806,"0.1","10.0","1000.0","1000.0","10.0","10.0"
"159",351101.256550002,395.721944822171,"0.1","10.0","1000.0","1000.0","10.0","1000.0"
"160",33896596.0352773,702.227857205165,"0.1","10.0","1000.0","1000.0","1000.0","0.1"
"161",33896596.2142651,702.227863951745,"0.1","10.0","1000.0","1000.0","1000.0","10.0"
"162",33896614.1131047,702.228538611883,"0.1","10.0","1000.0","1000.0","1000.0","1000.0"
"163",36.7316748922188,6687656.301225,"0.1","1000.0","0.1","0.1","0.1","0.1"
"164",36.7317222701603,6687670.18953647,"0.1","1000.0","0.1","0.1","0.1","10.0"
"165",36.7364589457627,6689058.79924331,"0.1","1000.0","0.1","0.1","0.1","1000.0"
"166",41.2842571722537,85311.6139992961,"0.1","1000.0","0.1","0.1","10.0","0.1"
"167",41.2888484511892,85329.1872023185,"0.1","1000.0","0.1","0.1","10.0","10.0"
"168",41.7386961262436,87067.2809911312,"0.1","1000.0","0.1","0.1","10.0","1000.0"
"169",71.4388548047372,3932.81452195001,"0.1","1000.0","0.1","0.1","1000.0","0.1"
"170",71.4789740517161,3943.70211404748,"0.1","1000.0","0.1","0.1","1000.0","10.0"
"171",74.6108083120713,4972.79113346206,"0.1","1000.0","0.1","0.1","1000.0","1000.0"
"172",38.0338229236514,4201183.39643346,"0.1","1000.0","0.1","10.0","0.1","0.1"
"173",38.0339075072268,4201192.65009909,"0.1","1000.0","0.1","10.0","0.1","10.0"
"174",38.0423638792189,4202117.79747835,"0.1","1000.0","0.1","10.0","0.1","1000.0"
"175",42.0573021782901,47126.9065479272,"0.1","1000.0","0.1","10.0","10.0","0.1"
"176",42.0657851718191,47136.4549275173,"0.1","1000.0","0.1","10.0","10.0","10.0"
"177",42.897383611626,48072.5796280413,"0.1","1000.0","0.1","10.0","10.0","1000.0"
"178",179.987004655949,2050.98097598711,"0.1","1000.0","0.1","10.0","1000.0","0.1"
"179",180.202962803386,2053.48958420419,"0.1","1000.0","0.1","10.0","1000.0","10.0"
"180",199.445575195262,2277.51120736496,"0.1","1000.0","0.1","10.0","1000.0","1000.0"
"181",38.0426554487928,4184977.40884755,"0.1","1000.0","0.1","1000.0","0.1","0.1"
"182",38.0427404157778,4184986.62910953,"0.1","1000.0","0.1","1000.0","0.1","10.0"
"183",38.0512351203337,4185908.43615509,"0.1","1000.0","0.1","1000.0","0.1","1000.0"
"184",42.0650457936447,46916.7340631284,"0.1","1000.0","0.1","1000.0","10.0","0.1"
"185",42.0735684335135,46926.238190939,"0.1","1000.0","0.1","1000.0","10.0","10.0"
"186",42.9090578728254,47857.9425775141,"0.1","1000.0","0.1","1000.0","10.0","1000.0"
"187",182.71701637183,2040.67252676289,"0.1","1000.0","0.1","1000.0","1000.0","0.1"
"188",182.937596345834,2043.13386508836,"0.1","1000.0","0.1","1000.0","1000.0","10.0"
"189",202.622402932774,2262.79121309402,"0.1","1000.0","0.1","1000.0","1000.0","1000.0"
"190",41.2842571722534,85311.6139992942,"0.1","1000.0","10.0","0.1","0.1","0.1"
"191",41.2888484511877,85329.1872023132,"0.1","1000.0","10.0","0.1","0.1","10.0"
"192",41.7386961262452,87067.2809911389,"0.1","1000.0","10.0","0.1","0.1","1000.0"
"193",71.4388548047385,3932.81452195034,"0.1","1000.0","10.0","0.1","10.0","0.1"
"194",71.4789740517163,3943.70211404746,"0.1","1000.0","10.0","0.1","10.0","10.0"
"195",74.6108083120711,4972.79113346211,"0.1","1000.0","10.0","0.1","10.0","1000.0"
"196",89.295729680498,3048.47635431826,"0.1","1000.0","10.0","0.1","1000.0","0.1"
"197",89.2967930520113,3057.5513995796,"0.1","1000.0","10.0","0.1","1000.0","10.0"
"198",89.3771768215479,3943.69838517492,"0.1","1000.0","10.0","0.1","1000.0","1000.0"
"199",42.0573021782927,47126.90654793,"0.1","1000.0","10.0","10.0","0.1","0.1"
"200",42.0657851718199,47136.4549275184,"0.1","1000.0","10.0","10.0","0.1","10.0"
"201",42.8973836116274,48072.579628043,"0.1","1000.0","10.0","10.0","0.1","1000.0"
"202",179.987004655945,2050.98097598705,"0.1","1000.0","10.0","10.0","10.0","0.1"
"203",180.202962803386,2053.48958420417,"0.1","1000.0","10.0","10.0","10.0","10.0"
"204",199.44557519527,2277.51120736507,"0.1","1000.0","10.0","10.0","10.0","1000.0"
"205",5410.32017727513,1527.559006184,"0.1","1000.0","10.0","10.0","1000.0","0.1"
"206",5410.4477984258,1527.64974944478,"0.1","1000.0","10.0","10.0","1000.0","10.0"
"207",5423.12037364485,1536.69297140532,"0.1","1000.0","10.0","10.0","1000.0","1000.0"
"208",42.0650457936445,46916.7340631285,"0.1","1000.0","10.0","1000.0","0.1","0.1"
"209",42.0735684335152,46926.2381909408,"0.1","1000.0","10.0","1000.0","0.1","10.0"
"210",42.9090578728242,47857.9425775127,"0.1","1000.0","10.0","1000.0","0.1","1000.0"
"211",182.717016371838,2040.67252676297,"0.1","1000.0","10.0","1000.0","10.0","0.1"
"212",182.937596345844,2043.13386508848,"0.1","1000.0","10.0","1000.0","10.0","10.0"
"213",202.622402932764,2262.7912130939,"0.1","1000.0","10.0","1000.0","10.0","1000.0"
"214",13392.7287296623,1518.81403156685,"0.1","1000.0","10.0","1000.0","1000.0","0.1"
"215",13393.046313479,1518.85054139053,"0.1","1000.0","10.0","1000.0","1000.0","10.0"
"216",13424.7140112754,1522.49123084304,"0.1","1000.0","10.0","1000.0","1000.0","1000.0"
"217",71.4388548047382,3932.81452195032,"0.1","1000.0","1000.0","0.1","0.1","0.1"
"218",71.478974051719,3943.70211404832,"0.1","1000.0","1000.0","0.1","0.1","10.0"
"219",74.610808312073,4972.79113346301,"0.1","1000.0","1000.0","0.1","0.1","1000.0"
"220",89.2957296804983,3048.47635431816,"0.1","1000.0","1000.0","0.1","10.0","0.1"
"221",89.2967930520094,3057.55139958013,"0.1","1000.0","1000.0","0.1","10.0","10.0"
"222",89.3771768215476,3943.69838517507,"0.1","1000.0","1000.0","0.1","10.0","1000.0"
"223",89.0049668066605,322.238542751015,"0.1","1000.0","1000.0","0.1","1000.0","0.1"
"224",89.5857101018191,3048.4763056177,"0.1","1000.0","1000.0","0.1","1000.0","10.0"
"225",89.601387684251,3932.8107450361,"0.1","1000.0","1000.0","0.1","1000.0","1000.0"
"226",179.987004655946,2050.98097598708,"0.1","1000.0","1000.0","10.0","0.1","0.1"
"227",180.202962803378,2053.48958420407,"0.1","1000.0","1000.0","10.0","0.1","10.0"
"228",199.44557519527,2277.51120736505,"0.1","1000.0","1000.0","10.0","0.1","1000.0"
"229",5410.32017727516,1527.55900618405,"0.1","1000.0","1000.0","10.0","10.0","0.1"
"230",5410.44779842578,1527.64974944476,"0.1","1000.0","1000.0","10.0","10.0","10.0"
"231",5423.12037364499,1536.69297140541,"0.1","1000.0","1000.0","10.0","10.0","1000.0"
"232",8893.53725589681,1521.89298708836,"0.1","1000.0","1000.0","10.0","1000.0","0.1"
"233",8893.53984017263,1521.94826283779,"0.1","1000.0","1000.0","10.0","1000.0","10.0"
"234",8893.7971526614,1527.47201785206,"0.1","1000.0","1000.0","10.0","1000.0","1000.0"
"235",182.717016371836,2040.67252676295,"0.1","1000.0","1000.0","1000.0","0.1","0.1"
"236",182.937596345834,2043.13386508836,"0.1","1000.0","1000.0","1000.0","0.1","10.0"
"237",202.622402932774,2262.79121309402,"0.1","1000.0","1000.0","1000.0","0.1","1000.0"
"238",13392.7287296621,1518.81403156681,"0.1","1000.0","1000.0","1000.0","10.0","0.1"
"239",13393.04631348,1518.85054139066,"0.1","1000.0","1000.0","1000.0","10.0","10.0"
"240",13424.7140112751,1522.491230843,"0.1","1000.0","1000.0","1000.0","10.0","1000.0"
"241",918434.603412978,3621986.63978454,"0.1","1000.0","1000.0","1000.0","1000.0","0.1"
"242",917361.811758733,3670808.75200721,"0.1","1000.0","1000.0","1000.0","1000.0","10.0"
"243",552552.814099008,1664.453482602,"0.1","1000.0","1000.0","1000.0","1000.0","1000.0"
"244",183.172062958025,2038.99263194874,"10.0","10.0","0.1","0.1","0.1","0.1"
"245",183.39268273369,2041.44896227829,"10.0","10.0","0.1","0.1","0.1","10.0"
"246",203.084472541327,2260.69757686419,"10.0","10.0","0.1","0.1","0.1","1000.0"
"247",13441.9945372433,1518.79091694313,"10.0","10.0","0.1","0.1","10.0","0.1"
"248",13442.3116550147,1518.82729325046,"10.0","10.0","0.1","0.1","10.0","10.0"
"249",13473.9333200648,1522.45471855313,"10.0","10.0","0.1","0.1","10.0","1000.0"
"250",924375.986384418,3375478.34110071,"10.0","10.0","0.1","0.1","1000.0","0.1"
"251",923730.477655168,3423324.20219673,"10.0","10.0","0.1","0.1","1000.0","10.0"
"252",399120.20306045,812.284524671085,"10.0","10.0","0.1","0.1","1000.0","1000.0"
"253",183.199851462281,2038.89039218721,"10.0","10.0","0.1","10.0","0.1","0.1"
"254",183.420518177564,2041.34625296004,"10.0","10.0","0.1","10.0","0.1","10.0"
"255",203.116802003465,2260.55153252306,"10.0","10.0","0.1","10.0","0.1","1000.0"
"256",13643.2347851673,1518.69805066631,"10.0","10.0","0.1","10.0","10.0","0.1"
"257",13643.5566729301,1518.73388851967,"10.0","10.0","0.1","10.0","10.0","10.0"
"258",13675.6553235949,1522.30764121753,"10.0","10.0","0.1","10.0","10.0","1000.0"
"259",1314296.43160483,1447.77843301529,"10.0","10.0","0.1","10.0","1000.0","0.1"
"260",1289155.89777377,1419.77089132833,"10.0","10.0","0.1","10.0","1000.0","10.0"
"261",167560.115698835,187.18805869167,"10.0","10.0","0.1","10.0","1000.0","1000.0"
"262",183.200129389413,2038.88936983594,"10.0","10.0","0.1","1000.0","0.1","0.1"
"263",183.420796574162,2041.34522591335,"10.0","10.0","0.1","1000.0","0.1","10.0"
"264",203.117125347495,2260.5500721463,"10.0","10.0","0.1","1000.0","0.1","1000.0"
"265",13645.2776072749,1518.69712051322,"10.0","10.0","0.1","1000.0","10.0","0.1"
"266",13645.5995434583,1518.73295298223,"10.0","10.0","0.1","1000.0","10.0","10.0"
"267",13677.7030360256,1522.30616896944,"10.0","10.0","0.1","1000.0","10.0","1000.0"
"268",3608251.25436688,4154.81563526787,"10.0","10.0","0.1","1000.0","1000.0","0.1"
"269",3630744.91827717,4180.67198699142,"10.0","10.0","0.1","1000.0","1000.0","10.0"
"270",5152797.88884473,5889.2903014589,"10.0","10.0","0.1","1000.0","1000.0","1000.0"
"271",13441.9945372424,1518.79091694302,"10.0","10.0","10.0","0.1","0.1","0.1"
"272",13442.3116550152,1518.82729325051,"10.0","10.0","10.0","0.1","0.1","10.0"
"273",13473.9333200657,1522.45471855324,"10.0","10.0","10.0","0.1","0.1","1000.0"
"274",924453.872986319,3369708.58313169,"10.0","10.0","10.0","0.1","10.0","0.1"
"275",923375.636556377,3447762.97419157,"10.0","10.0","10.0","0.1","10.0","10.0"
"276",399236.016233424,812.711628944392,"10.0","10.0","10.0","0.1","10.0","1000.0"
"277",889833.944204262,1470.31919870206,"10.0","10.0","10.0","0.1","1000.0","0.1"
"278",889833.946402586,1470.31973758582,"10.0","10.0","10.0","0.1","1000.0","10.0"
"279",889834.166225578,1470.37362557487,"10.0","10.0","10.0","0.1","1000.0","1000.0"
"280",13643.2347851682,1518.69805066641,"10.0","10.0","10.0","10.0","0.1","0.1"
"281",13643.5566729302,1518.73388851966,"10.0","10.0","10.0","10.0","0.1","10.0"
"282",13675.655323594,1522.30764121742,"10.0","10.0","10.0","10.0","0.1","1000.0"
"283",1322477.14567276,1456.40984880951,"10.0","10.0","10.0","10.0","10.0","0.1"
"284",1284188.93244502,1414.18868318933,"10.0","10.0","10.0","10.0","10.0","10.0"
"285",167233.620958047,186.819185433739,"10.0","10.0","10.0","10.0","10.0","1000.0"
"286",33927095.0413829,701.882328764046,"10.0","10.0","10.0","10.0","1000.0","0.1"
"287",33927095.2204187,701.882335501749,"10.0","10.0","10.0","10.0","1000.0","10.0"
"288",33927113.1239973,701.883009272337,"10.0","10.0","10.0","10.0","1000.0","1000.0"
"289",13645.2776072758,1518.6971205133,"10.0","10.0","10.0","1000.0","0.1","0.1"
"290",13645.5995434575,1518.73295298213,"10.0","10.0","10.0","1000.0","0.1","10.0"
"291",13677.7030360264,1522.30616896951,"10.0","10.0","10.0","1000.0","0.1","1000.0"
"292",3631063.41596268,4181.04740073742,"10.0","10.0","10.0","1000.0","10.0","0.1"
"293",3621292.11230963,4169.81538332541,"10.0","10.0","10.0","1000.0","10.0","10.0"
"294",5142954.7374322,5878.88863052422,"10.0","10.0","10.0","1000.0","10.0","1000.0"
"295",46534822.1136466,582.598063938885,"10.0","10.0","10.0","1000.0","1000.0","0.1"
"296",46534822.382664,582.598067600216,"10.0","10.0","10.0","1000.0","1000.0","10.0"
"297",46534849.2839567,582.598433727645,"10.0","10.0","10.0","1000.0","1000.0","1000.0"
"298",924265.143483461,3383900.70219751,"10.0","10.0","1000.0","0.1","0.1","0.1"
"299",923438.851883421,3443377.08635775,"10.0","10.0","1000.0","0.1","0.1","10.0"
"300",397443.227056333,805.323414877098,"10.0","10.0","1000.0","0.1","0.1","1000.0"
"301",889833.944204265,1470.31919870198,"10.0","10.0","1000.0","0.1","10.0","0.1"
